idx,Periódico,Categoría,Título,Contenido,Clasificación,Score BERT,Tipo
405,okdiario,Cultura,la catedral de león elegida la mejor de españa reabre su trascoro renacentista tras la restauración,la revista españa fascinante ha elegido a la catedral de león primer monumento nacional como la mejor de españa según sus lectores un reconocimiento que coincide con la reciente restauración de uno de sus grandes tesoros el trascoro renacentista del siglo xvi considerado una obra cumbre del renacimi...,No Clickbait,0.207,Ambos: No Clickbait
406,okdiario,Cultura,banca march reabre su jardín en madrid para exponer por primera vez en españa a thomas houseago,la próxima primavera banca march reabrirá al público sus jardines en madrid con motivo de su centenario para acoger thomas houseago. esculturas. jardín banca march la primera exposición en españa del escultor británico. con esta muestra que podrá visitarse a partir del 1 de mayo banca march reafirma...,No Clickbait,0.402,Ambos: No Clickbait
407,okdiario,Cultura,cosentino refuerza su vinculación con el diseño y el arte en arcomadrid 2026 y forma design fair,cosentino líder global en la producción de superficies innovadoras para la arquitectura y el diseño tiene una participación destacada en los dos eventos que están concentrando la atención del mundo del arte el coleccionismo y el diseño en madrid durante esta semana. a través de la versatilidad de su...,No Clickbait,0.212,Ambos: No Clickbait
408,okdiario,Cultura,la semana santa y rosalía impulsan las reservas de actividades en madrid,en los últimos días madrid ha vivido un ambiente especialmente animado gracias a la coincidencia de dos momentos que suelen atraer a muchos viajeros la semana santa y grandes eventos culturales. en este caso los conciertos de rosalía dentro de su gira lux tour 2026 celebrados en la capital los días ...,No Clickbait,0.216,Ambos: No Clickbait
411,okdiario,Cultura,vilhelm hammershøi llega al thyssen silencio misterio y luz nórdica en madrid,el museo nacional thyssen bornemisza inaugura en madrid la primera retrospectiva en españa dedicada al pintor danés vilhelm hammershøi 1864 1916 reuniendo casi un centenar de obras que ofrecen una visión amplia y completa de su carrera. más de un siglo después de su muerte el artista sigue fascinand...,No Clickbait,0.404,Ambos: No Clickbait
412,okdiario,Cultura,muere christine ruiz picasso defensora de su suegro e impulsora del museo picasso de málaga,christine ruiz picasso ha fallecido a los 97 años de edad en su casa de provenza en francia. era viuda de paul ruiz picasso hijo de pablo picasso y de olga khokhlova y fue la principal impulsora y artífice del museo picasso málaga junto con su hijo bernard. el museo se abrió en octubre de 2003 y rec...,No Clickbait,0.233,Ambos: No Clickbait
415,okdiario,Cultura,¿podemos echar de menos algo que nunca hemos vivido? este inquietante libro tiene la respuesta,esta semana en recomendaciones literarias de okdiario proponemos un libro sorprendente e inquietante que responde a la pregunta de si podemos echar de menos algo que nunca hemos vivido. se trata de audición de katie kitamura una novela fascinante que comienza con una anécdota con una escena muy ordi...,Clickbait,0.642,Ambos: Clickbait
416,okdiario,Cultura,muere el filósofo alemán jürgen habermas a los 96 años,el filósofo y sociólogo alemán jürgen habermas considerado uno de los pensadores más influyentes de la filosofía contemporánea y una de las prominentes voces intelectuales de europa tras la segunda guerra mundial ha fallecido este sábado a lo s 96 años en la localidad alemana de starnberg en el esta...,No Clickbait,0.265,Ambos: No Clickbait
418,okdiario,Cultura,samanta schweblin gana un millón de euros del primer premio aena de narrativa con el buen mal,la escritora argentina samanta schweblin ha sido proclamada ganadora del primer premio aena de narrativa hispanoamericana por su obra el buen mal . el premio está dotado con un millón de euros. la argentina se ha impuesto a los otros cuatro finalistas nona fernández marcos giralt torrente héctor aba...,No Clickbait,0.264,Ambos: No Clickbait
419,okdiario,Cultura,ana aznar psicóloga un niño que crece sin normas es un niño desprotegido,educar a un hijo se ha convertido para muchos padres en una experiencia atravesada por la culpa la presión y la sensación constante de no estar haciéndolo suficientemente bien. frente a una época saturada de consejos influencers y modelos imposibles de perfección doméstica y emocional ana aznar plan...,No Clickbait,0.388,Ambos: No Clickbait
420,RTVE,Internacional,estados unidos restablecerá el pelotón de fusilamiento como método de ejecución,el departamento de justicia doj de estados unidos ha manifestado este viernes su intención de restablecer el pelotón de fusilamiento como método para ejecutar a los reos en el corredor de la muerte como parte de un grupo de medidas para fortalecer la pena capital a nivel federal y así proteger la se...,No Clickbait,0.224,Ambos: No Clickbait
421,RTVE,Internacional,macron reitera ante su homólogo libanés la necesidad de consolidar una tregua más duradera entre israel y líbano,el presidente de francia emmanuel macron ha afirmado en la tarde de este martes que su país ayudará a líbano a preparar negociaciones con israel aunque no forme parte directa de la mesa de diálogo. pueden contar con francia ha remarcado el galo al término de su comparecencia junto el primer ministro...,No Clickbait,0.240,Ambos: No Clickbait
422,RTVE,Internacional,zelenski anuncia la reparación del oleoducto druzhba y urge a desbloquear el crédito a ucrania,el presidente ucraniano volodímir zelenski ha anunciado este martes el final de los trabajos de reparación sobre el tramo del oleoducto druzhba en territorio de ucrania que quedó dañado a finales de enero y ha urgido al desbloqueo del crédito de 90.000 millones de euros de la unión europea a este pa...,No Clickbait,0.227,Ambos: No Clickbait
424,RTVE,Internacional,trump evacuado ileso de la cena de corresponsales de la casa blanca tras un intento de atentado,el presidente de estados unidos donald trump ha sido evacuado este sábado de la tradicional cena de corresponsales de la casa blanca después de que un hombre armado que ha sido interceptado y detenido intentara entrar al evento. trump ha salido ileso. los centenares de asistentes a la cita que inclu...,No Clickbait,0.464,Ambos: No Clickbait
425,RTVE,Internacional,trump extiende la tregua hasta que irán presente una propuesta o concluyan las negociaciones,el presidente de estados unidos donald trump ha anunciado este martes que ha recibido una petición para suspender el ataque previsto contra irán y que en consecuencia prolongará el alto el fuego vigente hasta que teherán presente una propuesta formal y concluyan las negociaciones en curso. el anunci...,No Clickbait,0.421,Ambos: No Clickbait
426,RTVE,Internacional,muere un segundo casco azul francés por el ataque de la semana pasada en líbano,un militar francés que había resultado herido en el ataque perpetrado la semana pasada contra efectivos de la misión de paz de la onu en el líbano finul ha fallecido este miércoles lo que eleva a dos el balance de víctimas mortales de un incidente atribuido a la milicia chií hizbulá . el presidente ...,No Clickbait,0.263,Ambos: No Clickbait
427,RTVE,Internacional,albares y picardo ultiman la puesta en marcha del acuerdo sobre gibraltar que prevé derribar la verja desde el 15 de julio,el ministro de asuntos exteriores unión europea y cooperación josé manuel albares ha mantenido este miércoles un encuentro con el ministro principal de gibraltar fabian picardo con el objetivo de abordar los preparativos para la aplicación del acuerdo alcanzado entre la unión europea y el reino unid...,No Clickbait,0.194,Ambos: No Clickbait
428,RTVE,Internacional,la ue pide negociar un fin duradero de la guerra con libertad de navegación plena y sin peajes en el estrecho de ormuz,la presidenta de la comisión europea ursula von der leyen ha pedido este viernes tras la reunión informal de líderes de la ue en chipre que continúen las negociaciones para poner fin a la guerra en oriente medio así como a la reapertura plena y permanente del estrecho de ormuz sin peajes. nuestro ob...,No Clickbait,0.309,Ambos: No Clickbait
429,RTVE,Internacional,el papa denuncia la desigualdad y las condiciones carcelarias en el último día de su gira por áfrica,el papa león xiv ha centrado el último día completo de su gira africana en un doble mensaje la denuncia de la desigualdad y la defensa de la dignidad de los presos. en bata una de las paradas clave de su visita a guinea ecuatorial el pontífice ha visitado por primera vez una cárcel desde el inicio d...,No Clickbait,0.230,Ambos: No Clickbait
430,RTVE,Internacional,¿ha perdido trump apoyos por la guerra de irán? por qué y cómo podría afectar al movimiento maga,solo el 36% de los estadounidenses está a favor de la guerra de irán según una encuesta de reuters/ipsos publicada este miércoles. y esa misma cifra un 36% es la que sigue apoyando a trump y su gestión. es un dato similar a las semanas anteriores pero una caída respecto al 47% que conseguía a finale...,Clickbait,0.614,Ambos: Clickbait
431,RTVE,Internacional,el cierre de filas frente a israel se estrecha en parte de europa ¿por qué no actúa unida?,españa irlanda y eslovenia han llegado esta semana al consejo de exteriores de la unión europea con una propuesta que durante años habría sido políticamente inviable revisar suspender o incluso cancelar el acuerdo de asociación ue israel el pilar jurídico de la relación entre bruselas y tel aviv. de...,No Clickbait,0.370,Ambos: No Clickbait
432,RTVE,Internacional,la aerolínea alemana lufthansa cancela 20.000 vuelos por la subida del precio del queroseno,el estrecho de ormuz sigue bloqueado y eso dispara el precio del combustible de las aerolíneas. la última en recortar vuelos para este verano ha sido la alemana lufthansa de bandera alemana que ha anunciado la cancelación de 20.000 vuelos en los próximos meses hasta octubre para ahorrar 40.000 tonel...,No Clickbait,0.207,Ambos: No Clickbait
433,RTVE,Internacional,el candidato de trump a la reserva federal niega ser su títere y anuncia políticas para frenar la inflación,kevin warsh el candidato del presidente estadounidense donald trump a presidir la reserva federal fed de estados unidos se ha comprometido este martes a proteger la independencia de la institución sobre los tipos de interés durante una tensa audiencia de confirmación en el senado y anunció otras pol...,No Clickbait,0.273,Ambos: No Clickbait
434,RTVE,Internacional,milei bloquea el acceso a los periodistas acreditados en la sede del gobierno argentino por seguridad nacional,el ejecutivo del presidente argentino javier milei ha bloqueado este jueves el acceso a todos los periodistas acreditados en la casa rosada sede del gobierno de argentina con el fin de garantizar la seguridad nacional según ha manifestado a través de x el secretario de comunicación javier lanari. el...,No Clickbait,0.243,Ambos: No Clickbait
435,RTVE,Internacional,el ministro iraní de exteriores viaja a pakistán omán y rusia en una gira que abordará los planes para poner fin a la guerra,el ministro de exteriores de irán abás araqchí ha anunciado este viernes que inicia una gira por islamabad mascate y moscú en la que tratará con sus socios asuntos bilaterales y regionales porque los vecinos del país persa son su prioridad . este viaje se da a la par que ee.uu. ha confirmado el enví...,No Clickbait,0.231,Ambos: No Clickbait
437,RTVE,Internacional,los líderes de la ue se reúnen en chipre con la guerra en oriente medio y la crisis energética sobre la mesa,los jefes de estado y de gobierno de los países de la unión europea ue se reúnen desde este jueves en una cumbre informal en chipre en la que abordarán el conflicto en irán y oriente próximo y los retos que deja en el bloque así como la contribución de europa a la distensión y la paz la libertad de ...,No Clickbait,0.290,Ambos: No Clickbait
438,RTVE,Internacional,ee.uu. afirma que no cuenta con europa y eleva entre burlas el pulso político por ormuz,que al gobierno de donald trump le habría gustado más colaboración del lado europeo en su aventura bélica en oriente medio no es ninguna novedad pero las distancias trasatlánticas que quiere marcar washington han llegado al punto de que al menos de palabra estados unidos no cuenta ya con europa . as...,No Clickbait,0.248,Ambos: No Clickbait
440,RTVE,Nacional,¿aceptaría feijóo la polémica prioridad nacional a cambio de conseguir gobernar?,visto lo visto esta semana visto que feijóo ya ha dicho sí a abascal sobre la prioridad nacional para conservar los gobiernos de extremadura y aragón ya veremos en castilla y león la pregunta es ¿hasta dónde llegaría el lider del pp hasta dónde cedería ante vox por asegurarse la moncloa si gana las ...,Clickbait,0.635,Ambos: Clickbait
442,RTVE,Nacional,casetas privadas trajes de gitana y rebujito la evolución de la feria de abril hasta la actualidad,la feria de abril afronta este miércoles una jornada con enorme afluencia por las calles del real. cientos de miles de visitantes ocupan su geografía en el barrio de los remedios desde el inicio de la tarde para aprovechar un festivo local muy reciente antes asignado al 30 mayo en honor al patrón de...,No Clickbait,0.305,Ambos: No Clickbait
443,RTVE,Nacional,la merina negra vuelve a ser una imagen reconocible en las dehesas de extremadura,en españa hay un censo de más de 8.000 ovejas merinas de las que el 85 por ciento pasta en tierras de extremadura. hace veinte años la raza prácticamente desapareció pero el trabajo de los centros de reproducción ganadera y la iniciativa de profesionales del sector permitieron que el censo se recupe...,No Clickbait,0.372,Ambos: No Clickbait
444,RTVE,Nacional,el gobierno de ceuta pondrá en marcha una actuación para salvar al pino bicentenario de calamocarro,en ceuta un movimiento ciudadano ha logrado poner en marcha una actuación forestal que tratará de salvaguardar la existencia del árbol más antiguo de la ciudad el pino bicentenario de calamocarro....,No Clickbait,0.219,Ambos: No Clickbait
445,RTVE,Nacional,la fiscalía insiste en la inocencia de begoña gómez y reprocha a peinado su deliberada confusión de los hechos,la fiscalía insiste en que no hay indicios de delito en la actividad profesional de begoña gómez esposa del presidente del gobierno y cree que el juez que la investiga realiza una deliberada confusión de los hechos para imputarle los delitos de tráfico de influencias malversación corrupción en los n...,No Clickbait,0.244,Ambos: No Clickbait
446,RTVE,Nacional,unos 4.000 turistas visitan melilla a bordo de dos cruceros,melilla ha recibido por primera vez la visita de dos cruceros de manera conjunta. el azamara quest y el norwegian dawn han llegado este miércoles al puerto de la ciudad autónoma en medio de una gran expectación ya que el gobierno local busca potenciar este sector para el desarrollo económico de la c...,No Clickbait,0.254,Ambos: No Clickbait
447,RTVE,Nacional,la fiscalía archiva la denuncia contra revuelta la asociación juvenil próxima a vox por el desvío de fondos de la dana,la fiscalía provincial de madrid ha archivado la denuncia presentada por dos exdirigentes de revuelta contra la organización juvenil próxima a vox por presuntas irregularidades graves en la gestión de los fondos recaudados para ayudar a los afectados por la dana de valencia. fuentes de la fiscalía h...,No Clickbait,0.218,Ambos: No Clickbait
448,RTVE,Nacional,pp vox y junts se unen para tramitar en el congreso una ley que acelere los deshaucios por vulnerabilidad,la ley de vivienda y suelo planteada por el pp ha logrado este martes el apoyo de vox y junts para iniciar su tramitación parlamentaria en el congreso tras un debate que ha sido intenso. ha contado incluso con momentos de tensión como el desalojo de la tribuna de invitados de la cámara baja de dos r...,No Clickbait,0.256,Ambos: No Clickbait
449,RTVE,Nacional,illa anuncia un plan de choque para reducir las listas de espera de la dependencia en cataluña,el presidente de la generalitat salvador illa ha anunciado este domingo un plan de choque para reducir las listas de espera de la dependencia en cataluña en las que hay unas 128.000 personas. lo ha dicho en una declaración institucional desde món sant benet en sant fruitós del bages barcelona donde ...,No Clickbait,0.248,Ambos: No Clickbait
450,RTVE,Nacional,robo reto 2026 la liga extremeña de robótica,más de 500 alumnos de 17 centros escolares han ocupado el palacio del vino y la aceituna de almendralejo para realizar una jornada de convivencia en torno a la robótica educativa como eje principal. la temática principal de esta edición se centra en la educación profesional que pretende desarrollar ...,No Clickbait,0.356,Ambos: No Clickbait
451,RTVE,Nacional,la princesa leonor estudiará ciencias políticas en la universidad carlos iii,la princesa de asturias cursará el grado de ciencias políticas en la universidad carlos iii de madrid según ha anunciado la casa real en un comunicado. el programa académico tiene una duración de cuatro años y se iniciará en el tercer cuatrimestre de 2026. doña leonor ha superado el proceso de selec...,No Clickbait,0.412,Ambos: No Clickbait
452,RTVE,Nacional,los partidos se vuelcan en la precampaña andaluza a poco más de una semana de su inicio,desde málaga a huelva pasando por la línea de la concepción o por jaén los partidos políticos se vuelcan en una andalucía que parece que está de campaña electoral aunque todavía falte una semana para ello. si el miércoles fue el turno del líder del pp alberto núñez feijóo en lepe huelva este jueves ...,No Clickbait,0.236,Ambos: No Clickbait
453,RTVE,Nacional,sin rastro del campanu tras más de una semana de temporada,nunca antes el preciado campanu había tardado tanto en salir. desde que el pasado 18 de abril comenzó la temporada de pesca del salmón en los ríos asturianos ningún pescador ha conseguido echar a tierra el codiciado ejemplar el primero del año. un decepcionante inicio de campaña en la que tanto pesc...,No Clickbait,0.324,Ambos: No Clickbait
454,RTVE,Nacional,vox insta al govern valenciano a aplicar la prioridad nacional y repatriar a los inmigrantes en situación irregular,vox ha registrado este jueves una iniciativa en les corts en la que insta consell a solicitar al gobierno de españa que garantice la prioridad nacional y la sostenibilidad del estado de bienestar de los españoles y establezca este principio en el acceso a todas las ayudas sociales los servicios públ...,No Clickbait,0.231,Ambos: No Clickbait
455,RTVE,Nacional,burgos recibirá 40 autobuses de la emt tras el incendio en su cochera,la empresa municipal de transportes emt del ayuntamiento de madrid cederá 40 autocares urbanos a la ciudad de burgos que ha perdido recientemente 39 de los 75 autobuses que componen su flota. tras el incendio en su cochera durante la madrugada del lunes al martes el servicio de transporte en la ciud...,No Clickbait,0.260,Ambos: No Clickbait
457,RTVE,Nacional,roca rey herido en el muslo derecho al entrar a matar al quinto toro en sevilla,el diestro peruano andrés roca rey ha sufrido una cornada en la cara interna del muslo derecho al entrar a matar al quinto toro de la corrida que se celebra este miércoles en la plaza de la maestranza de sevilla decimotercer festejo de la feria de abril. el toro de la ganadería de toros de cortés se...,No Clickbait,0.437,Ambos: No Clickbait
458,RTVE,Nacional,caso esther lópez el acusado insiste con una foto en que el acceso al sótano era visible en la inspección de 2022,la defensa de óscar s.m. único investigado en la causa por la muerte de esther lópez insiste en que el acceso al sótano hallado en el chalé era visible durante el registro realizado en 2022. para respaldar su versión el acusado ha aportado una fotografía en la que según sus abogados se aprecia tanto...,No Clickbait,0.279,Ambos: No Clickbait
459,RTVE,Nacional,el juez del caso montoro pide los movimientos bancarios del exministro durante los últimos 20 años,el juez de tarragona que investiga el conocido como caso montoro que afecta al exministro de hacienda cristóbal montoro por presunto tráfico de influencias ha solicitado los movimientos bancarios de los últimos 20 años del expolítico y de personas de su entorno como su hermano socios y empresas vinc...,No Clickbait,0.238,Ambos: No Clickbait
461,RTVE,Cultura,paula guerrero publica sedienta chica vampiro es misteriosa pero honesta sensible pero violenta,paula guerrero almenddralejo badajoz 1996 es artista visual y una de las promesas más sólidas del cómic español . desde hace ocho años se autopublica las aventuras de chica vampiro una chupasangres treintañera y su fiel compañero cabeza perro. ahora sale a la venta su primera novela gráfica en la qu...,Clickbait,0.505,Ambos: Clickbait
465,RTVE,Cultura,la imagen de una familia separada por el ice foto del año en el world press photo 2026,la fotografía del momento en el que una familia fue separada por el ice dentro de un edificio federal de estados unidos de carol guzy zuma press iwitness para miami herald ha sido elegida como fotografía del año del world press photo 2026 que premia lo mejor del fotoperiodismo y la fotografía docume...,No Clickbait,0.276,Ambos: No Clickbait
466,RTVE,Cultura,lem y grandullón la carta de amor de miguel á. giner bou a la ciencia ficción,estos últimos años miguel ángel giner bou benetúser 1969 se ha centrado en su carrera de escritor y de guionista de cómics junto a su pareja la dibujante cristina durán valencia 1970 en tebeos imprescindibles como una posibilidad entre mil o el dia 3 sobre la tragedia del metro de valencia y con el ...,Clickbait,0.512,Ambos: Clickbait
470,RTVE,Cultura,abandonados una emocionante historia sobre los perros que nos vemos obligados a dejar atrás,abandonados astiberri del guionista david muñoz y el dibujante tirso cons narra la historia de una mujer de 70 años que tras la muerte de su hijo se hará cargo de su perro valiente. y aunque al principio acepta la situación a regañadientes el animal conseguirá hacerla muy feliz. pero poco después un...,Clickbait,0.565,Ambos: Clickbait
471,RTVE,Cultura,gonzalo celorio premio cervantes la nacionalidad mexicana no puede disociarse de la cultura española,a gonzalo celorio undécimo hijo de una docena de hermanos su padre en su lecho de muerte le pidió que llegará que él le empujaría. y el escritor al recibir el premio cervantes en el paraninfo de la alcalá de henares ha comenzado su agradecimiento considerando el viaje concluido hoy llegué papá justa...,No Clickbait,0.287,Ambos: No Clickbait
472,RTVE,Cultura,después de kim una mezcla de drama suspense y comedia con darío grandinetti y adriana ozores,basada en su propia novela después de kim es la nueva película de ángeles gonzález sinde que está protagonizada por darío grandinetti adriana ozores y christina rosenvinge . un drama con elementos de suspense que aborda el duelo la culpa y las segundas oportunidades a través del reencuentro forzado ...,No Clickbait,0.421,Ambos: No Clickbait
475,RTVE,Cultura,the end of it la ópera prima de maría martínez bayona cuarta película española en cannes,the end of it la ópera prima de la española maría martínez bayona será la cuarta cinta española en la próxima edición del festival de cannes aunque será proyectada fuera de concurso según han anunciado este miércoles los organizadores. se suma a amarga navidad de pedro almodóvar el ser querido de ro...,No Clickbait,0.262,Ambos: No Clickbait
477,RTVE,Cultura,polémica en santiago pola reforma das gárgolas do hostal dos reis católicos,as gárgolas que coronan o hostal dos reis católicos dende hai cincocentos anos cambiaron moito nos últimos días. os tubos metálicos que lles colocaron para que a chuvia caia a chorro sobre o balcón non están pasando desapercibidos. o obxetivo é protexer o edificio e evitar que a auga provoque humida...,No Clickbait,0.304,Ambos: No Clickbait
478,RTVE,Cultura,rosa muñoz invita a contemplar la geometría sagrada del agua,el agua es vida y el arte es creación permite vivir muchas vidas con esta reflexión la fotógrafa rosa muñoz resume a tve la esencia de su trabajo para el 25 aniversario de la fundación canal. en la videoinstalación de gran formato volver a mirar la artista madrileña coloca un prisma rectangular en e...,No Clickbait,0.422,Ambos: No Clickbait
479,RTVE,Cultura,gonzalo celorio un cervantes memorioso y autorreferencial que cruzó el charco,un hombre de 78 años viste chaqué elegantes chaleco y corbata gris perla se ayuda de un bastón para caminar y ha cruzado el atlántico para llegar en un día feliz al paraninfo de la universidad de alcalá. el escritor mexicano gonzalo celorio ha recibido el premio cervantes 2025. el undécimo de doce h...,Clickbait,0.520,Ambos: Clickbait
480,Mediterráneo Digital,Internacional,maduro se declara insolvente y pide a venezuela que pague su defensa en nueva york,la defensa denuncia un bloqueo de fondos y plantea una posible vulneración del derecho a la legítima defensa.el dirigente venezolano nicolás maduro comparecerá nuevamente ante la corte del distrito sur de nueva york en una audiencia clave marcada por un elemento central su equipo legal sostiene que ...,No Clickbait,0.290,Ambos: No Clickbait
481,Mediterráneo Digital,Internacional,judíos llevan a pedro sánchez ante la haya por crímenes de guerra,acusan al presidente del gobierno de facilitar material a irán susceptible de uso en ataques contra civiles.la organización israelí shurat hadin law center ha anunciado la presentación de una denuncia formal ante la corte penal internacional cpi en la haya contra el presidente del gobierno pedro sán...,No Clickbait,0.337,Ambos: No Clickbait
482,Mediterráneo Digital,Internacional,cuba advierte a las aerolíneas que se ha quedado sin gasolina para sus aviones,el gobierno cubano ha trasladado a varias aerolíneas internacionales que operan en la isla que no puede garantizar el suministro de combustible para la aviación una advertencia que ha encendido las alarmas en el sector aéreo y turístico. la comunicación confirmada por fuentes del sector afecta de ll...,No Clickbait,0.384,Ambos: No Clickbait
483,Mediterráneo Digital,Internacional,el tribunal supremo de ee.uu. tumba los aranceles de trump,el tribunal supremo de estados unidos ha anulado los aranceles impuestos por donald trump al considerar que la normativa utilizada para aplicarlos no otorgaba al presidente la autoridad necesaria para establecerlos. la decisión supone un revés de gran calado para la política comercial del exmandatar...,No Clickbait,0.349,Ambos: No Clickbait
484,Mediterráneo Digital,Internacional,bruselas lleva a españa ante la justicia europea por negarse a eximir de iva a autónomos y pymes,la comisión europea ha decidido llevar a españa ante el tribunal de justicia de la unión europea por no aplicar la directiva comunitaria que permite eximir del iva a autónomos y pequeñas empresas .bruselas considera que el gobierno español no ha traspuesto correctamente la normativa europea cuyo obj...,No Clickbait,0.298,Ambos: No Clickbait
485,Mediterráneo Digital,Internacional,irán prepara la ejecución de bita hemmati la primera mujer condenada a muerte,la dictadura de los ayatolás en irán se prepara para ejecutar a bita hemmati considerada la primera mujer condenada a muerte por participar en las protestas contra el régimen . el caso se enmarca en una escalada represiva sin precedentes con centenares de ejecuciones en lo que va de año.según divers...,No Clickbait,0.351,Ambos: No Clickbait
486,Mediterráneo Digital,Internacional,ee.uu. e irán llegan a un acuerdo y trump anuncia un alto al fuego de 15 días,eeuu suspende la ofensiva a 90 minutos del ultimátum mientras pakistán media para evitar una escalada total.el presidente de estados unidos donald trump llevó la crisis con irán al borde de un conflicto de gran escala antes de anunciar a escasos 90 minutos del ultimátum fijado la suspensión de los a...,No Clickbait,0.353,Ambos: No Clickbait
488,Mediterráneo Digital,Internacional,detenido el príncipe andrés hermano del rey de inglaterra por el caso epstein,la detención de andrés mountbatten windsor hermano del rey carlos iii en su residencia de sandringham ha sacudido a la monarquía británica en pleno recrudecimiento del escándalo vinculado al caso epstein . el arresto se produjo a primera hora de la mañana coincidiendo con su 66 cumpleaños cuando var...,No Clickbait,0.276,Ambos: No Clickbait
491,Mediterráneo Digital,Internacional,filtran detalles sobre la vida de nicolás maduro en prisión en nueva york gritos nocturnos y crisis de ansiedad,las primeras filtraciones procedentes del entorno penitenciario del metropolitan detention center mdc de brooklyn en nueva york han comenzado a arrojar luz sobre las condiciones en las que estaría recluido el exmandatario venezolano nicolás maduro detenido en estados unidos tras su captura a comienz...,No Clickbait,0.234,Ambos: No Clickbait
492,Mediterráneo Digital,Internacional,trump amenaza con destruir las centrales eléctricas de irán si el estrecho de ormuz no se abre en 48 horas,el presidente de estados unidos donald trump ha lanzado una advertencia directa a irán atacará sus centrales eléctricas si el régimen no reabre el estratégico estrecho de ormuz en un plazo de 48 horas.si irán no abre completamente el estrecho de ormuz en 48 horas estados unidos atacará y destruirá s...,No Clickbait,0.389,Ambos: No Clickbait
493,Mediterráneo Digital,Internacional,roban un camión con 12 toneladas de kitkat,el cargamento de nestlé transportaba más de 400.000 barras de chocolate desde italia hacia polonia .la multinacional nestlé ha denunciado el robo de un cargamento de 12 toneladas de chocolates kitkat en europa un suceso que ha activado una investigación internacional para esclarecer el destino de la...,No Clickbait,0.405,Ambos: No Clickbait
494,Mediterráneo Digital,Internacional,trump anuncia la desclasificación de los archivos secreto de la nasa sobre ovnis,el presidente donald trump recibió este miércoles a los astronautas de la misión artemis ii a quienes calificó de increíblemente valientes y poseedores de un coraje increíble . durante el encuentro el mandatario destacó que la misión ha logrado cautivar la atención de todo el mundo y subrayó que el ...,No Clickbait,0.403,Ambos: No Clickbait
495,Mediterráneo Digital,Internacional,un senador de trump pide retirar las bases americanas de españa han perdido el rumbo,el influyente senador estadounidense lindsey graham uno de los aliados más cercanos del presidente donald trump ha pedido públicamente retirar las bases militares de estados unidos en españa tras el conflicto diplomático surgido entre ambos países por la guerra en oriente medio.las declaraciones del...,No Clickbait,0.343,Ambos: No Clickbait
496,Mediterráneo Digital,Internacional,intento de atentado contra donald trump en washington,el presidente de estados unido s donald trump ha sido evacuado este sábado por la noche madrugada del domingo en españa de la cena de corresponsales de la casa blanca tras escucharse disparos en el salón de baile del hotel donde se celebraba el evento. trump estaba sentado en el escenario en la part...,No Clickbait,0.289,Ambos: No Clickbait
497,Mediterráneo Digital,Internacional,japón endurece las políticas de inmigración y duplicará las expulsiones de extranjeros,el gobierno de japón bajo el renovado liderazgo de sanae takaichi ha iniciado un giro en su política migratoria con el objetivo de reforzar los controles y aumentar el número de expulsiones de ciudadanos extranjeros en situación irregular . el ejecutivo nipón considera que el actual modelo debe adap...,No Clickbait,0.342,Ambos: No Clickbait
498,Mediterráneo Digital,Internacional,donald trump the fucking goat jamenei está muerto,el presidente de estados unidos donald trump ha afirmado públicamente que el líder supremo de irán alí jamenei ha sido liquidado en un mensaje de enorme impacto político y geopolítico que por el momento no ha sido confirmado por fuentes oficiales iraníes ni por organismos internacionales .jamenei un...,Clickbait,0.640,Ambos: Clickbait
499,Mediterráneo Digital,Internacional,blackrock reconoce que la agenda woke fue un experimento mundial fallido,larry fink ceo de blackrock apunta a un cambio de rumbo hacia la rentabilidad frente a la ideología.el consejero delegado de blackrock larry fink ha lanzado un mensaje que no ha pasado desapercibido en los mercados internacionales la agenda woke habría ido demasiado lejos.las palabras del máximo res...,No Clickbait,0.232,Ambos: No Clickbait
500,Mediterráneo Digital,Internacional,irán ataca la embajada de estados unidos en arabia saudí y trump advierte pagarán las consecuencias,la crisis en oriente medio ha escalado a un nuevo nivel tras el ataque contra la embajada de estados unidos en arabia saudí un movimiento que eleva la tensión diplomática y militar entre washington y teherán en un momento ya marcado por enfrentamientos directos y bombardeos cruzados en la región.el ...,No Clickbait,0.438,Ambos: No Clickbait
501,Mediterráneo Digital,Internacional,israel y estados unidos atacan irán y elevan la tensión en oriente próximo,la ofensiva militar lanzada por israel y estados unidos contra irán ha provocado un terremoto geopolítico en oriente próximo abriendo un escenario de máxima incertidumbre internacional y colocando a la región al borde de una escalada de consecuencias imprevisibles. los ataques dirigidos contra infra...,No Clickbait,0.266,Ambos: No Clickbait
502,Mediterráneo Digital,Internacional,trump amenaza con sacar a ee.uu. de la otan,el presidente de estados unidos donald trump ha vuelto a generar polémica tras lanzar duras críticas contra sus aliados y amenazar con una posible salida de su país de la otan .durante sus declaraciones trump cuestionó el nivel de compromiso de los socios europeos y advirtió de que estados unidos po...,No Clickbait,0.378,Ambos: No Clickbait
503,Mediterráneo Digital,Internacional,polémica por los chemtrails documentos desclasificados confirman el control climático,la reciente publicación de supuestos documentos desclasificados ha vuelto a poner sobre la mesa la polémica en torno a los llamados chemtrails una teoría que sostiene que determinadas estelas en el cielo serían utilizadas con fines de control climático o dispersión de sustancias.el debate ha cobrado...,No Clickbait,0.229,Ambos: No Clickbait
